,price,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
20081,5200,cabrio,manual,109,2_reihe,125000,petrol,peugeot,no,15.25
20082,1400,small car,manual,58,corsa,125000,petrol,opel,no,18.92
20083,13950,suv,automatic,224,m_klasse,150000,diesel,mercedes_benz,yes,12.75
20084,12500,suv,manual,163,i_reihe,50000,petrol,hyundai,no,7.25
20085,1899,small car,manual,80,fiesta,150000,petrol,ford,no,14.17
20086,650,limousine,manual,103,others,150000,petrol,fiat,no,19.67
20088,4950,station wagon,manual,150,5er,150000,petrol,bmw,no,21.58
20090,950,small car,manual,109,3_reihe,150000,petrol,peugeot,yes,16.5
20091,11500,coupe,manual,160,scirocco,125000,petrol,volkswagen,no,8.58
20092,9200,station wagon,manual,105,golf,90000,diesel,volkswagen,no,10.83
20093,1200,limousine,manual,26,others,50000,petrol,renault,no,59.33
20094,10500,limousine,manual,262,5er,150000,petrol,bmw,no,27.5
20096,2200,limousine,manual,170,e_klasse,150000,petrol,mercedes_benz,no,22.0
20097,4999,small car,manual,90,one,90000,petrol,mini,no,12.75
20098,4500,coupe,automatic,179,others,125000,petrol,mercedes_benz,no,28.33
20099,550,bus,manual,64,others,150000,diesel,seat,no,19.08
20100,450,limousine,manual,101,3er,150000,petrol,bmw,no,25.42
20101,550,small car,manual,60,ka,100000,petrol,ford,no,19.25
20102,550,limousine,automatic,102,a_klasse,125000,petrol,mercedes_benz,yes,18.5
20103,11499,limousine,manual,143,1er,150000,diesel,bmw,no,9.83
20104,500,small car,automatic,81,a_klasse,150000,petrol,mercedes_benz,no,21.92
20107,1250,small car,manual,75,golf,150000,petrol,volkswagen,no,20.75
20108,899,limousine,manual,116,focus,150000,petrol,ford,no,18.33
20109,7399,bus,manual,102,transporter,150000,diesel,volkswagen,no,11.92
20110,1650,small car,manual,131,ibiza,150000,diesel,seat,no,15.25
20111,2222,station wagon,manual,75,golf,150000,petrol,volkswagen,no,19.33
20112,1990,bus,manual,109,c_max,150000,diesel,ford,no,15.25
20114,16990,limousine,automatic,204,c_klasse,150000,diesel,mercedes_benz,no,8.25
20115,8450,station wagon,manual,136,v50,150000,diesel,volvo,no,9.17
20116,14990,cabrio,manual,256,a4,150000,petrol,audi,no,12.58
20117,845,station wagon,manual,155,others,150000,lpg,volvo,no,27.33
20118,950,small car,manual,75,clio,150000,petrol,renault,yes,19.58
20121,4900,suv,manual,136,x_trail,150000,diesel,nissan,no,14.92
20123,13500,station wagon,automatic,122,clubman,30000,petrol,mini,no,7.17
20126,4500,small car,manual,65,micra,40000,petrol,nissan,no,9.75
20127,5200,limousine,manual,102,jetta,125000,petrol,volkswagen,no,12.67
20128,750,station wagon,automatic,178,5er,150000,petrol,bmw,no,19.83
20129,900,limousine,manual,90,golf,150000,petrol,volkswagen,yes,25.58
20130,4499,bus,manual,101,meriva,80000,petrol,opel,no,13.25
20131,250,bus,automatic,201,others,150000,petrol,opel,yes,21.58
20134,3000,cabrio,automatic,163,others,150000,petrol,chrysler,no,18.17
20135,3100,station wagon,manual,140,a4,150000,diesel,audi,yes,13.67
20136,450,station wagon,manual,116,vectra,150000,lpg,opel,yes,21.0
20137,3850,limousine,manual,131,a4,150000,petrol,audi,no,15.67
20138,20825,bus,automatic,224,vito,150000,diesel,mercedes_benz,no,5.25
20139,1699,small car,manual,50,polo,150000,petrol,volkswagen,no,18.25
20141,4290,cabrio,manual,109,2_reihe,90000,petrol,peugeot,no,12.33
20142,3700,station wagon,automatic,150,vectra,150000,diesel,opel,no,14.92
20143,1699,cabrio,manual,116,3er,150000,petrol,bmw,no,22.42
20145,800,small car,manual,71,astra,150000,petrol,opel,no,23.58
20146,3990,small car,manual,80,corsa,100000,petrol,opel,no,12.75
20147,3150,limousine,manual,143,c_klasse,150000,diesel,mercedes_benz,yes,18.58
20151,6999,cabrio,automatic,170,a4,125000,petrol,audi,no,15.42
20154,850,suv,manual,105,others,150000,petrol,honda,no,19.17
20155,600,small car,manual,60,others,150000,petrol,citroen,no,18.92
20156,16500,cabrio,manual,122,eos,50000,petrol,volkswagen,no,7.83
20157,3200,small car,manual,80,corsa,100000,petrol,opel,no,12.33
20160,1800,station wagon,manual,101,passat,150000,petrol,volkswagen,no,18.92
20162,1450,limousine,manual,131,punto,150000,petrol,fiat,no,17.42
20163,500,station wagon,manual,115,3er,150000,petrol,bmw,no,20.08
20164,3400,bus,manual,116,sharan,150000,diesel,volkswagen,no,18.83
20165,350,station wagon,manual,75,astra,150000,petrol,opel,yes,20.0
20168,3000,station wagon,manual,109,focus,150000,diesel,ford,no,12.0
20169,4050,small car,manual,80,fusion,90000,petrol,ford,no,15.0
20172,3500,suv,automatic,147,cr_reihe,150000,petrol,honda,yes,19.08
20173,14400,station wagon,automatic,224,e_klasse,125000,diesel,mercedes_benz,no,12.08
20174,1500,station wagon,manual,116,vectra,150000,petrol,opel,no,20.42
20175,19999,coupe,automatic,239,a5,150000,diesel,audi,no,7.42
20176,54899,suv,automatic,256,discovery,20000,diesel,land_rover,no,3.67
20178,1200,others,manual,40,caddy,150000,diesel,volkswagen,yes,28.58
20180,16900,station wagon,manual,82,others,90000,petrol,volvo,no,54.08
20181,1320,station wagon,manual,102,vito,150000,diesel,mercedes_benz,no,17.83
20182,26900,suv,automatic,239,touareg,150000,diesel,volkswagen,no,8.5
20184,10500,bus,manual,140,galaxy,125000,diesel,ford,no,12.58
20186,7999,station wagon,automatic,209,a6,150000,petrol,audi,no,11.25
20188,3899,limousine,automatic,150,3er,150000,diesel,bmw,no,17.0
20189,2150,small car,manual,82,getz,125000,petrol,hyundai,no,15.33
20190,11000,station wagon,manual,140,a6,125000,diesel,audi,no,11.83
20191,3700,coupe,manual,199,3er,150000,petrol,bmw,no,20.5
20192,2790,station wagon,manual,101,focus,125000,petrol,ford,no,16.67
20194,2999,small car,manual,75,twingo,40000,petrol,renault,no,14.75
20196,7799,limousine,manual,150,e_klasse,150000,diesel,mercedes_benz,no,14.92
20197,15750,station wagon,manual,125,focus,10000,petrol,ford,no,4.58
20198,13650,bus,manual,140,touran,150000,diesel,volkswagen,no,7.25
20199,1450,limousine,manual,125,a3,150000,petrol,audi,no,21.58
20200,1250,limousine,manual,75,golf,150000,petrol,volkswagen,no,22.17
20205,998,limousine,manual,90,vectra,150000,petrol,opel,no,26.33
20208,11900,cabrio,manual,98,golf,150000,petrol,volkswagen,no,27.75
20209,550,limousine,manual,102,3er,150000,petrol,bmw,no,24.33
20210,16000,cabrio,automatic,163,slk,125000,petrol,mercedes_benz,no,14.42
20211,4390,limousine,manual,150,others,150000,petrol,saab,no,14.58
20213,1150,station wagon,manual,105,lybra,150000,diesel,lancia,no,18.25
20214,2200,limousine,manual,90,civic,150000,petrol,honda,no,16.42
20215,999,small car,manual,60,ka,90000,petrol,ford,no,15.17
20217,2480,limousine,manual,125,a3,60000,petrol,audi,no,23.0
20218,900,small car,manual,60,micra,150000,petrol,nissan,no,16.33
20219,3995,station wagon,automatic,200,v70,150000,lpg,volvo,no,18.08
20221,3850,cabrio,manual,125,tigra,125000,petrol,opel,no,12.5
20222,2200,bus,manual,86,transit,150000,diesel,ford,no,12.42
20223,13900,bus,manual,150,ducato,125000,diesel,fiat,no,6.83
20225,5999,small car,manual,69,polo,60000,petrol,volkswagen,no,10.5
20229,10299,cabrio,manual,150,eos,40000,petrol,volkswagen,no,11.25
20230,550,station wagon,manual,116,focus,150000,petrol,ford,yes,19.25
20231,1600,bus,manual,69,berlingo,150000,diesel,citroen,no,19.83
20232,4850,limousine,manual,200,passat,5000,petrol,volkswagen,no,11.25
20233,74899,coupe,automatic,252,others,20000,diesel,mercedes_benz,no,4.42
20234,2600,cabrio,manual,116,z_reihe,150000,petrol,bmw,no,22.0
20235,950,limousine,manual,122,c_klasse,150000,petrol,mercedes_benz,no,21.92
20236,1500,limousine,manual,150,3er,150000,lpg,bmw,no,26.58
20238,6950,small car,manual,34,others,150000,petrol,renault,no,30.08
20240,5000,limousine,manual,140,a4,150000,diesel,audi,no,13.25
20242,9000,bus,automatic,116,transporter,150000,cng,volkswagen,no,22.83
20243,15800,limousine,manual,86,a1,10000,petrol,audi,no,3.08
20246,11300,station wagon,manual,140,exeo,90000,diesel,seat,no,8.0
20248,8150,limousine,automatic,231,e_klasse,150000,petrol,mercedes_benz,no,13.92
20253,14800,coupe,automatic,211,scirocco,125000,petrol,volkswagen,no,8.33
20255,27900,limousine,automatic,181,others,5000,diesel,citroen,no,2.08
20257,2700,limousine,manual,116,corolla,150000,diesel,toyota,no,14.08
20258,1500,limousine,manual,75,astra,60000,petrol,opel,no,21.42
20261,5850,cabrio,manual,136,3_reihe,70000,petrol,peugeot,no,14.92
20262,22500,bus,automatic,170,sharan,100000,diesel,volkswagen,no,7.58
20264,4500,limousine,manual,54,golf,125000,diesel,volkswagen,no,33.92
20265,24350,suv,manual,190,navara,20000,diesel,nissan,no,4.92
20267,1550,limousine,manual,193,a4,150000,petrol,audi,yes,22.0
20269,1400,station wagon,manual,101,golf,150000,petrol,volkswagen,no,18.25
20270,6800,station wagon,automatic,110,focus,150000,diesel,ford,no,10.83
20271,1200,small car,manual,77,polo,90000,petrol,volkswagen,yes,16.0
20272,7900,station wagon,manual,110,astra,150000,diesel,opel,no,7.83
20273,8900,suv,manual,45,others,50000,diesel,jeep,no,41.75
20276,14950,cabrio,manual,184,others,40000,petrol,toyota,no,14.67
20278,1700,station wagon,manual,150,a6,150000,petrol,audi,no,23.42
20279,950,limousine,manual,75,astra,150000,petrol,opel,no,19.42
20280,20500,limousine,automatic,211,cc,90000,petrol,volkswagen,no,7.0
20281,17450,bus,manual,131,transporter,100000,diesel,volkswagen,no,12.75
20283,8200,bus,automatic,109,b_klasse,125000,diesel,mercedes_benz,no,12.08
20284,1500,small car,manual,50,polo,125000,petrol,volkswagen,no,21.58
20285,3999,limousine,automatic,174,golf,125000,petrol,volkswagen,no,27.0
20286,14000,limousine,manual,235,5er,150000,diesel,bmw,no,12.0
20287,11800,limousine,manual,265,impreza,150000,petrol,subaru,no,14.92
20288,5999,limousine,automatic,390,x_type,150000,petrol,jaguar,yes,18.08
20289,1800,station wagon,manual,131,mondeo,150000,diesel,ford,no,14.92
20291,450,small car,manual,50,polo,150000,petrol,volkswagen,yes,20.75
20292,24950,cabrio,manual,177,1er,60000,diesel,bmw,no,5.08
20294,2850,bus,manual,87,meriva,125000,petrol,opel,no,15.83
20299,2600,small car,manual,71,fortwo,125000,petrol,smart,no,9.42
20300,5800,station wagon,manual,105,octavia,150000,diesel,skoda,no,8.25
20301,12500,bus,manual,140,touran,150000,diesel,volkswagen,no,7.08
20302,9990,limousine,manual,140,a6,150000,diesel,audi,no,10.25
20304,2999,small car,manual,101,a3,150000,petrol,audi,no,18.17
20305,1000,limousine,manual,90,golf,150000,diesel,volkswagen,no,22.33
20306,180,small car,manual,75,golf,150000,petrol,volkswagen,yes,25.42
20307,500,small car,manual,60,polo,125000,petrol,volkswagen,yes,19.58
20308,13500,station wagon,automatic,204,a4,150000,diesel,audi,no,6.58
20311,4850,small car,manual,80,polo,125000,petrol,volkswagen,no,12.67
20313,800,small car,manual,45,polo,150000,petrol,volkswagen,no,24.83
20314,15900,station wagon,automatic,177,5er,125000,diesel,bmw,no,9.42
20315,1899,small car,manual,75,corsa,125000,petrol,opel,no,16.83
20316,3450,small car,manual,54,fox,90000,petrol,volkswagen,no,10.0
20317,1000,small car,manual,50,fiesta,100000,petrol,ford,no,23.08
20319,21900,limousine,automatic,235,x_reihe,125000,diesel,bmw,no,9.83
20320,11800,limousine,automatic,260,a8,150000,petrol,audi,no,17.75
20322,12500,bus,automatic,150,viano,125000,diesel,mercedes_benz,no,13.5
20324,5499,station wagon,manual,109,3_reihe,125000,diesel,peugeot,no,10.33
20325,1750,station wagon,manual,166,156,150000,petrol,alfa_romeo,no,15.08
20326,8900,bus,automatic,140,touran,150000,diesel,volkswagen,no,10.5
20328,6000,bus,manual,150,zafira,100000,diesel,opel,yes,9.5
20329,12400,station wagon,manual,122,octavia,50000,petrol,skoda,no,8.92
20331,42500,coupe,automatic,306,others,150000,petrol,mercedes_benz,no,7.25
20333,700,limousine,manual,136,vectra,150000,petrol,opel,no,19.83
20334,5900,coupe,automatic,164,c_klasse,100000,lpg,mercedes_benz,no,14.17
20335,999,limousine,manual,95,a_klasse,150000,diesel,mercedes_benz,no,15.33
20336,600,small car,manual,58,agila,150000,petrol,opel,yes,17.42
20337,1800,small car,automatic,50,fortwo,125000,petrol,smart,no,15.58
20340,9499,limousine,manual,102,a3,80000,petrol,audi,no,9.33
20342,7400,station wagon,manual,177,avensis,150000,diesel,toyota,no,11.17
20344,7980,small car,manual,98,fiesta,60000,petrol,ford,no,6.33
20345,999,limousine,manual,102,a_klasse,150000,petrol,mercedes_benz,no,19.25
20346,1500,station wagon,manual,116,mondeo,150000,diesel,ford,no,13.5
20347,420,small car,manual,75,ibiza,90000,petrol,seat,yes,18.17
20349,4999,limousine,manual,226,mondeo,150000,petrol,ford,no,15.0
20351,13950,coupe,manual,177,3er,125000,petrol,bmw,no,37.75
20353,7300,suv,automatic,140,sorento,125000,diesel,kia,no,12.17
20354,6900,limousine,automatic,129,3er,150000,petrol,bmw,no,12.92
20355,14400,limousine,manual,115,astra,10000,petrol,opel,no,3.17
20356,900,small car,manual,58,corsa,150000,petrol,opel,no,16.08
20360,4500,suv,automatic,140,others,60000,petrol,ford,no,27.5
20362,5900,station wagon,manual,143,exeo,150000,diesel,seat,yes,9.92
20363,3500,small car,manual,75,corsa,150000,diesel,opel,no,10.08
20365,16900,station wagon,automatic,136,i_reihe,80000,diesel,hyundai,no,5.08
20366,18900,limousine,automatic,170,e_klasse,100000,diesel,mercedes_benz,no,8.83
20367,900,limousine,manual,110,vectra,150000,petrol,opel,no,19.5
20369,5499,station wagon,manual,170,passat,150000,diesel,volkswagen,no,12.75
20370,5500,bus,manual,105,golf,150000,diesel,volkswagen,no,13.42
20372,1875,small car,automatic,86,corolla,100000,petrol,toyota,no,19.42
20373,37500,limousine,automatic,300,golf,20000,petrol,volkswagen,no,3.25
20375,3400,limousine,automatic,125,a4,150000,petrol,audi,no,19.83
20377,3998,small car,manual,131,corsa,150000,petrol,opel,no,21.83
20378,5300,limousine,manual,102,leon,80000,petrol,seat,no,12.67
20379,15900,limousine,automatic,232,q7,150000,diesel,audi,no,12.83
20380,4500,bus,manual,101,touran,150000,diesel,volkswagen,no,14.25
20381,1150,small car,manual,60,corsa,150000,petrol,opel,no,22.33
20383,600,station wagon,manual,116,3er,150000,petrol,bmw,no,19.83
20384,2500,limousine,manual,116,bora,150000,petrol,volkswagen,no,19.42
20386,7900,bus,manual,140,s_max,150000,diesel,ford,no,10.25
20388,9500,limousine,manual,125,leon,80000,petrol,seat,no,8.33
20389,5199,cabrio,manual,163,slk,150000,petrol,mercedes_benz,no,18.58
20390,6990,station wagon,automatic,272,c_klasse,150000,petrol,mercedes_benz,no,12.42
20391,44900,cabrio,automatic,325,911,125000,petrol,porsche,no,13.67
20395,5200,station wagon,automatic,204,e_klasse,150000,diesel,mercedes_benz,no,15.92
20396,999,limousine,manual,75,golf,150000,petrol,volkswagen,no,20.5
20398,18000,bus,manual,140,touran,50000,petrol,volkswagen,no,5.08
20399,5800,bus,manual,140,touran,150000,diesel,volkswagen,no,13.42
20400,18500,limousine,manual,110,golf,10000,petrol,volkswagen,no,3.25
20401,2250,cabrio,manual,75,golf,150000,petrol,volkswagen,no,22.0
20403,1111,station wagon,manual,107,laguna,150000,petrol,renault,no,17.67
20404,1300,limousine,manual,75,astra,150000,petrol,opel,no,19.33
20408,1599,small car,manual,58,twingo,150000,petrol,renault,no,16.25
20413,7115,suv,manual,125,g_klasse,125000,petrol,mercedes_benz,no,33.33
20414,4490,cabrio,manual,101,golf,150000,petrol,volkswagen,no,20.5
20415,1500,limousine,manual,170,3er,150000,petrol,bmw,no,16.25
20416,18690,suv,manual,184,cooper,60000,petrol,mini,no,6.67
20417,18888,station wagon,automatic,177,a4,70000,diesel,audi,no,6.08
20418,5900,limousine,automatic,207,s_type,150000,diesel,jaguar,no,14.92
20419,12800,station wagon,automatic,160,astra,125000,diesel,opel,no,7.67
20420,1999,station wagon,automatic,150,3er,150000,petrol,bmw,no,19.75
20421,6900,small car,manual,80,polo,90000,petrol,volkswagen,no,10.08
20425,15899,small car,manual,105,ibiza,10000,diesel,seat,no,3.92
20427,14900,bus,manual,122,b_klasse,60000,petrol,mercedes_benz,no,7.0
20429,3200,bus,manual,109,berlingo,150000,petrol,citroen,no,13.0
20433,2000,small car,manual,75,fox,150000,petrol,volkswagen,no,13.75
20437,18500,station wagon,manual,170,a3,50000,diesel,audi,no,6.25
20439,13900,small car,manual,86,a1,10000,petrol,audi,no,6.5
20440,3555,station wagon,manual,150,3er,150000,diesel,bmw,no,15.75
20442,2500,bus,manual,90,sharan,150000,diesel,volkswagen,no,17.92
20443,11800,cabrio,manual,120,cooper,50000,petrol,mini,no,8.5
20446,2099,station wagon,manual,101,golf,150000,petrol,volkswagen,no,19.58
20447,2600,station wagon,manual,94,combo,150000,cng,opel,no,11.5
20448,12000,bus,automatic,170,others,100000,petrol,renault,no,9.17
20450,250,station wagon,manual,71,astra,150000,petrol,opel,no,23.42
20452,7950,station wagon,manual,105,fabia,100000,petrol,skoda,no,7.67
20453,400,small car,manual,75,golf,125000,petrol,volkswagen,yes,25.25
20454,3100,bus,manual,109,berlingo,150000,lpg,citroen,yes,13.25
20455,6200,limousine,manual,120,golf,150000,petrol,volkswagen,yes,10.83
20457,16500,limousine,manual,136,c_klasse,125000,diesel,mercedes_benz,no,7.42
20458,4000,limousine,manual,170,5er,150000,petrol,bmw,no,20.58
20459,4444,bus,manual,68,others,100000,diesel,peugeot,no,9.17
20460,300,small car,manual,45,others,150000,petrol,citroen,no,24.0
20462,15900,cabrio,manual,228,boxster,90000,petrol,porsche,no,14.5
20463,3999,station wagon,manual,140,156,150000,diesel,alfa_romeo,no,14.75
20464,9900,bus,manual,102,transporter,80000,diesel,volkswagen,no,10.33
20466,3700,small car,manual,60,corsa,150000,petrol,opel,no,10.08
20467,20499,station wagon,manual,184,3er,150000,diesel,bmw,no,6.83
20469,1200,limousine,manual,150,others,150000,petrol,saab,no,19.92
20470,3700,coupe,manual,109,c4,100000,petrol,citroen,no,13.08
20472,9600,bus,manual,116,5_reihe,150000,petrol,mazda,no,7.25
20473,3800,bus,manual,125,zafira,150000,petrol,opel,no,16.58
20474,12920,cabrio,manual,163,cooper,90000,petrol,mini,no,14.33
20478,200,small car,manual,90,fiesta,150000,petrol,ford,no,24.0
20479,3450,small car,automatic,75,corsa,40000,petrol,opel,no,15.33
20480,1790,station wagon,manual,101,passat,150000,petrol,volkswagen,no,20.17
20484,1190,limousine,manual,87,logan,150000,petrol,dacia,no,12.75
20485,10499,limousine,manual,105,leon,125000,diesel,seat,no,5.25
20486,5850,coupe,manual,204,calibra,125000,petrol,opel,no,22.08
20487,2100,small car,manual,67,matiz,125000,petrol,chevrolet,no,11.5
20490,1550,small car,manual,68,2_reihe,150000,diesel,peugeot,no,18.0
20491,6450,bus,manual,140,transporter,150000,diesel,volkswagen,no,7.25
20495,9800,limousine,manual,122,3er,150000,diesel,bmw,no,11.75
20497,8200,limousine,manual,170,3er,50000,petrol,bmw,no,14.25
20498,9590,station wagon,manual,170,octavia,150000,diesel,skoda,no,11.08
20499,4990,station wagon,manual,75,caddy,80000,petrol,volkswagen,yes,12.5
20500,900,station wagon,manual,75,golf,150000,petrol,volkswagen,no,20.92
20501,8900,cabrio,automatic,163,slk,80000,petrol,mercedes_benz,no,14.17
20502,3200,small car,manual,80,fusion,100000,petrol,ford,no,14.83
20503,2950,limousine,manual,105,3er,150000,petrol,bmw,no,17.42
20506,6400,limousine,manual,105,golf,70000,diesel,volkswagen,no,8.33
20508,12500,station wagon,manual,136,v70,125000,diesel,volvo,no,8.42
20509,249,small car,manual,56,cuore,150000,petrol,daihatsu,yes,18.75
20511,10500,station wagon,manual,140,a3,100000,diesel,audi,no,9.25
20513,3000,others,manual,150,3er,150000,petrol,bmw,no,23.42
20514,3800,station wagon,manual,80,fabia,150000,petrol,skoda,no,11.83
20516,2300,limousine,manual,122,vectra,150000,petrol,opel,yes,14.58
20517,900,limousine,manual,90,golf,150000,petrol,volkswagen,no,23.17
20518,2400,limousine,manual,122,carisma,150000,petrol,mitsubishi,no,14.92
20520,19900,bus,manual,140,caddy,60000,diesel,volkswagen,no,5.33
20523,3199,suv,manual,97,others,100000,petrol,suzuki,no,22.33
20526,2900,station wagon,manual,150,a6,150000,diesel,audi,no,18.58
20527,5850,small car,manual,92,swift,60000,petrol,suzuki,no,10.75
20528,1300,station wagon,manual,110,bora,150000,petrol,volkswagen,yes,15.58
20529,9800,bus,manual,110,scenic,40000,petrol,renault,no,7.83
20530,16500,station wagon,manual,120,mondeo,20000,petrol,ford,no,4.25
20531,1790,limousine,manual,105,others,150000,petrol,mercedes_benz,no,29.08
20532,2350,small car,manual,64,fabia,150000,petrol,skoda,no,15.92
20534,2850,small car,automatic,41,fortwo,125000,diesel,smart,no,12.33
20536,1200,station wagon,manual,110,4_reihe,150000,petrol,peugeot,no,19.17
20537,3997,station wagon,automatic,140,a4,150000,diesel,audi,no,13.42
20538,2499,bus,automatic,174,v_klasse,150000,petrol,mercedes_benz,yes,19.25
20539,1990,station wagon,manual,150,a4,150000,diesel,audi,yes,19.33
20541,999,small car,manual,65,corsa,150000,petrol,opel,no,18.25
20543,1100,small car,manual,80,punto,150000,petrol,fiat,no,17.92
20546,5800,limousine,manual,136,others,90000,petrol,mercedes_benz,no,25.5
20547,23990,coupe,manual,170,a5,125000,diesel,audi,no,7.75
20548,2998,limousine,manual,132,others,150000,petrol,mercedes_benz,no,28.92
20549,19999,limousine,manual,150,leon,10000,diesel,seat,no,5.5
20550,9880,small car,manual,105,polo,70000,petrol,volkswagen,no,8.5
20552,1800,limousine,manual,75,golf,150000,petrol,volkswagen,no,17.25
20556,36990,suv,automatic,256,range_rover_sport,125000,diesel,land_rover,no,6.42
20559,11900,station wagon,manual,116,mondeo,80000,diesel,ford,no,7.58
20561,899,bus,manual,77,transporter,150000,diesel,volkswagen,no,26.0
20563,9100,station wagon,automatic,224,a6,150000,diesel,audi,no,13.75
20567,950,station wagon,manual,165,a4,150000,petrol,audi,yes,21.92
20569,2999,limousine,automatic,99,3er,150000,petrol,bmw,no,29.42
20570,29499,coupe,automatic,231,e_klasse,60000,diesel,mercedes_benz,no,7.33
20572,3300,station wagon,manual,120,signum,150000,diesel,opel,no,13.58
20573,750,small car,manual,58,twingo,150000,petrol,renault,no,15.08
20574,4450,limousine,manual,190,golf,150000,petrol,volkswagen,no,20.83
20575,7400,small car,manual,109,cooper,150000,diesel,mini,no,10.17
20576,56900,cabrio,manual,355,911,80000,petrol,porsche,no,10.17
20577,2900,coupe,manual,118,3er,150000,petrol,bmw,no,18.33
20578,3900,limousine,manual,125,astra,125000,petrol,opel,no,14.58
20579,800,limousine,manual,120,others,150000,petrol,volvo,no,28.33
20580,4000,limousine,manual,163,a4,150000,petrol,audi,no,14.17
20581,1200,station wagon,automatic,122,v40,150000,petrol,volvo,no,19.0
20584,3550,small car,manual,68,others,20000,petrol,nissan,yes,6.67
20585,1350,limousine,manual,75,leon,150000,petrol,seat,no,18.17
20587,899,small car,manual,60,punto,100000,petrol,fiat,no,23.17
20588,3500,bus,manual,101,meriva,150000,petrol,opel,no,15.58
20589,17450,limousine,manual,184,5er,150000,diesel,bmw,no,7.08
20590,17300,cabrio,manual,105,golf,30000,petrol,volkswagen,no,6.5
20591,5490,small car,manual,95,2_reihe,40000,petrol,peugeot,no,10.5
20592,8490,small car,manual,95,corsa,80000,diesel,opel,no,5.08
20594,12999,limousine,automatic,170,passat,125000,diesel,volkswagen,no,11.33
20596,21850,suv,automatic,313,touareg,150000,diesel,volkswagen,no,11.67
20599,29700,bus,automatic,179,transporter,150000,diesel,volkswagen,no,8.92
20600,10900,cabrio,manual,69,500,20000,petrol,fiat,no,5.33
20601,400,cabrio,manual,95,ka,70000,petrol,ford,yes,14.33
20602,5290,limousine,automatic,140,golf,150000,diesel,volkswagen,no,15.0
20604,550,limousine,automatic,279,e_klasse,150000,petrol,mercedes_benz,yes,21.08
20606,3000,limousine,manual,120,147,125000,petrol,alfa_romeo,no,12.67
20607,1750,limousine,automatic,155,156,150000,petrol,alfa_romeo,no,19.08
20609,2500,small car,manual,90,golf,125000,diesel,volkswagen,yes,14.25
20610,1399,limousine,automatic,52,cuore,50000,petrol,daihatsu,no,18.58
20611,1299,bus,manual,75,others,150000,petrol,mazda,yes,16.58
20612,1800,limousine,automatic,150,c_klasse,125000,petrol,mercedes_benz,no,24.33
20615,600,bus,automatic,102,scenic,150000,diesel,renault,no,17.0
20616,299,limousine,manual,103,stilo,150000,petrol,fiat,yes,15.83
20617,1999,limousine,manual,116,primera,150000,petrol,nissan,no,15.08
20619,8888,small car,manual,69,500,20000,petrol,fiat,no,3.17
20621,3600,station wagon,manual,111,megane,70000,petrol,renault,no,12.25
20622,4999,small car,manual,68,c1,125000,petrol,citroen,no,9.58
20624,1400,station wagon,manual,140,156,150000,diesel,alfa_romeo,no,18.0
20625,1050,cabrio,manual,60,punto,40000,petrol,fiat,no,18.83
20627,8800,suv,manual,136,x_trail,125000,diesel,nissan,no,11.67
20629,1750,cabrio,manual,71,astra,150000,petrol,opel,no,24.0
20631,9250,limousine,automatic,125,a3,125000,petrol,audi,no,8.08
20636,6150,limousine,manual,90,fiesta,100000,diesel,ford,no,9.42
20638,600,limousine,manual,103,others,150000,petrol,fiat,no,18.58
20640,3600,cabrio,manual,136,3_reihe,150000,petrol,peugeot,yes,13.25
20641,650,limousine,manual,99,3er,150000,petrol,bmw,no,28.67
20642,7400,coupe,manual,160,others,150000,petrol,volkswagen,no,28.42
20646,1700,limousine,manual,101,focus,125000,petrol,ford,no,14.42
20647,11500,small car,automatic,122,a1,90000,petrol,audi,no,7.08
20648,1600,small car,manual,88,2_reihe,150000,petrol,peugeot,no,17.92
20649,3500,small car,manual,90,one,150000,petrol,mini,yes,15.08
20650,2100,limousine,automatic,193,a6,150000,petrol,audi,no,21.92
20651,999,limousine,manual,80,stilo,150000,petrol,fiat,no,16.83
20652,9900,suv,automatic,150,captiva,150000,diesel,chevrolet,no,10.83
20656,1650,limousine,manual,174,100,150000,petrol,audi,no,26.0
20657,6799,station wagon,automatic,140,passat,150000,diesel,volkswagen,no,12.5
20658,5900,bus,manual,116,galaxy,150000,diesel,ford,no,17.0
20659,4999,station wagon,manual,105,golf,150000,diesel,volkswagen,no,10.83
20661,9999,limousine,manual,174,clubman,100000,petrol,mini,no,11.58
20662,1200,station wagon,manual,107,laguna,150000,petrol,renault,no,18.75
20664,2990,limousine,manual,125,corsa,125000,petrol,opel,no,12.5
20665,9800,cabrio,automatic,197,slk,90000,petrol,mercedes_benz,no,18.0
20666,8500,station wagon,manual,163,others,150000,petrol,mercedes_benz,no,14.83
20667,250,small car,manual,60,fiesta,150000,petrol,ford,no,21.83
20669,3500,bus,manual,131,sharan,150000,diesel,volkswagen,no,15.5
20671,2900,limousine,manual,220,a4,150000,petrol,audi,yes,15.25
20672,9500,limousine,automatic,280,a6,150000,diesel,audi,no,13.58
20673,4999,others,manual,265,a3,150000,petrol,audi,no,17.08
20675,5500,small car,manual,90,swift,70000,petrol,suzuki,no,10.83
20676,3200,limousine,manual,101,golf,70000,petrol,volkswagen,no,20.5
20677,6950,station wagon,automatic,163,3er,150000,diesel,bmw,no,11.58
20680,1200,cabrio,manual,95,ka,125000,petrol,ford,yes,14.5
20681,2150,small car,manual,80,polo,150000,diesel,volkswagen,no,13.42
